original_title,vote_average,vote_count
The Exiles,6.9,7.0
Hole,0.0,0.0
The Secret Fury,4.3,4.0
The Victors,8.2,6.0
Underground,5.0,1.0
Asignatura pendiente,6.0,2.0
Isla bonita,3.5,4.0
Positive I.D.,8.0,1.0
"Douro, Faina Fluvial",7.3,4.0
Falling For You,0.0,0.0
Tobruk,6.0,4.0
Últimas imágenes del naufragio,7.5,2.0
Gardener of Eden,5.8,5.0
Naomi and Ely's No Kiss List,5.9,272.0
The Subjects,5.5,22.0
Geppo il folle,6.0,1.0
Yuppi Du,6.2,5.0
H2S,5.5,2.0
ஆயுத எழுத்து,6.8,8.0
Maktub,6.2,10.0
Committed,6.2,5.0
La educación prohibida,6.6,9.0
Tarja Branca - A Revolução que Faltava,8.0,1.0
Wildlike,6.6,44.0
"Pizza, birra, faso",5.4,5.0
Fighter Pilot: Operation Red Flag,6.1,8.0
The C-Word,7.0,3.0
Nous trois ou rien,7.8,139.0
Creed,7.3,1963.0
William & Kate,5.8,30.0
Dragons: Gift of the Night Fury,6.9,126.0
댄서의 순정,6.1,12.0
Sundays at Tiffany's,5.5,24.0
Le Gendarme à New York,6.1,71.0
Le Gendarme en balade,6.5,71.0
Le Gendarme de Saint-Tropez,6.8,132.0
Le gendarme et les extra-terrestres,6.1,97.0
The Scouting Book for Boys,6.9,8.0
The Girls in the Band,0.0,1.0
Deadbeat at Dawn,6.9,8.0
Twinsters,7.6,71.0
Cosmic Scrat-tastrophe,7.4,45.0
Solace,6.2,740.0
Enter Laughing,6.0,1.0
For Singles Only,0.0,0.0
All About Evil,5.6,23.0
Atmen,7.2,19.0
Li Xiao Long,7.0,17.0
Das kleine Gespenst,5.3,13.0
True Confessions of a Go-Go Girl,3.8,3.0
Lejdis,5.3,8.0
Pieniądze to nie wszystko,8.2,3.0
Zróbmy sobie wnuka,5.4,5.0
Pod Mocnym Aniołem,6.9,8.0
Die Lebenden,0.0,0.0
Bez wstydu,5.2,9.0
Bejbi blues,6.2,3.0
Hardkor Disko,6.4,8.0
Cry of the Hunted,6.0,2.0
The Challengers,0.0,0.0
A Nanny for Christmas,5.2,12.0
The Hot Flashes,4.5,22.0
Lost in the Sun,5.8,48.0
ஜிகர்தண்டா,7.3,11.0
Sharpe's Regiment,6.8,11.0
David and Goliath,4.3,6.0
"Pane, amore e gelosia",8.2,3.0
Tre notti d'amore,5.5,1.0
La bugiarda,0.0,0.0
Senza sapere niente di lei,0.0,0.0
Delitto d'amore,6.0,3.0
Incompreso - Vita col figlio,7.5,16.0
La donna della domenica,7.0,7.0
Un ragazzo di Calabria,6.5,3.0
La rivincita di Natale,6.4,17.0
Ultimo minuto,6.0,1.0
Bix,6.0,2.0
Magnificat,5.0,1.0
L'arcano incantatore,6.3,6.0
La nave bianca,6.5,4.0
Era notte a Roma,6.8,3.0
Vanina Vanini,6.3,2.0
Il Messia,6.3,4.0
I cavalieri che fecero l'impresa,2.3,3.0
Dov'è la libertà...?,6.5,2.0
Giovanna d'Arco al rogo,5.0,2.0
Il figlio più piccolo,5.8,16.0
Una sconfinata giovinezza,6.8,6.0
Un ragazzo d'oro,4.4,11.0
Louder Than Bombs,6.7,93.0
Entre Abelhas,6.8,34.0
La cuisine au beurre,6.3,9.0
Pouic-Pouic,6.1,21.0
Algorithms,0.0,0.0
Le Grand Restaurant,6.5,70.0
More of Me,1.0,1.0
Ferdinando e Carolina,0.0,0.0
Heist,5.6,322.0
Condemned,3.4,27.0
Entertainment,5.2,21.0
"Rio, Eu Te Amo",3.8,17.0
Tell Tale Lies,4.3,4.0
Detyam do 16...,6.7,9.0
Sharpe's Siege,7.5,10.0
The Price We Pay,6.7,5.0
We Are Many,6.4,5.0
Fonzy,5.7,72.0
Felices 140,6.3,17.0
Shelter,5.8,34.0
La peau blanche,4.6,6.0
400 Days,4.2,193.0
도희야,7.1,40.0
Just Desserts,4.3,3.0
Wer wenn nicht wir,5.7,7.0
Drengen der gik baglæns,6.8,4.0
失孤,5.8,6.0
L'Absence,5.0,1.0
Die linkshändige Frau,7.0,2.0
Vous n'aurez pas l'Alsace et la Lorraine,5.4,6.0
La Zizanie,6.7,52.0
The Hardy Bucks Movie,5.2,3.0
Vogliamo i colonnelli,5.7,3.0
Caro Michele,0.0,0.0
Viaggio con Anita,8.0,1.0
Le due vite di Mattia Pascal,5.8,4.0
Facciamo paradiso,0.0,0.0
Panni sporchi,0.0,0.0
Risate di gioia,5.2,3.0
Proibito,0.0,0.0
Totò e Carolina,4.5,2.0
Donatella,0.0,0.0
Padri e figli,7.2,3.0
Le rose del deserto,5.8,2.0
Les sous-doués,6.6,82.0
Inspecteur La Bavure,6.4,24.0
Le maître d'école,6.4,29.0
Tchao Pantin,7.0,31.0
Banzaï,6.0,30.0
Velociraptor,6.1,6.0
The Mysterious House of Dr. C.,0.0,0.0
La signora senza camelie,5.3,4.0
Chung Kuo - Cina,8.0,2.0
Il mistero di Oberwald,7.5,2.0
Eros,5.0,16.0
Celal Tan ve Ailesinin Aşırı Acıklı Hikayesi,4.8,5.0
Bana Masal Anlatma,5.7,9.0
Barda,5.8,11.0
Sen Aydınlatırsın Geceyi,7.8,6.0
1989,0.0,0.0
Hello Lonesome,6.3,3.0
De Surprise,6.9,23.0
Double zéro,5.0,71.0
Love the Coopers,5.4,169.0
प्रेम रतन धन पायो,5.6,39.0
A Colbert Christmas: The Greatest Gift of All!,7.0,8.0
Outrage,6.5,6.0
A Dandy in Aspic,7.5,4.0
(T)ERROR,6.8,12.0
Baile Perfumado,8.0,2.0
Straight-Jacket,5.4,5.0
A Reunion,0.0,0.0
En la Gama de los Grises,6.8,19.0
King Lear,2.5,2.0
Capitães da Areia,6.1,6.0
Caramuru: A Invenção do Brasil,6.2,15.0
No Night Is Too Long,6.4,5.0
മണിച്ചിത്രത്താഴ്,7.4,9.0
ദേവാസുരം,6.4,8.0
Chashme Buddoor,6.1,4.0
Sharpe's Mission,7.2,10.0
Les conquérants,5.8,2.0
Rock the Casbah,6.5,7.0
I Was a Shoplifter,5.0,1.0
Iron Man,5.0,1.0
Showdown,5.5,2.0
This Earth Is Mine,6.5,1.0
The Golden Blade,5.6,4.0
Undertow,5.1,4.0
One Way Street,3.8,4.0
Scarlet Angel,3.8,3.0
A Very Special Favor,6.0,1.0
Круг второй,6.8,5.0
Die Reise zum sichersten Ort der Erde,6.5,2.0
All American High: Revisited,7.3,3.0
"Doin' It in the Park: Pick-Up Basketball, NYC",6.8,6.0
SlingShot,7.2,5.0
Famous Nathan,4.5,2.0
Bigfoot's Reflection,5.5,2.0
BMF: The Rise and Fall of a Hip-Hop Drug Empire,6.0,1.0
The Happy House,5.1,7.0
Ralphie May: Imperfectly Yours,6.0,1.0
Reilly: Ace of Spies,6.8,6.0
The Secret Life of Marilyn Monroe,5.7,11.0
The Roosevelts: An Intimate History,8.3,6.0
Silenced,8.0,3.0
En équilibre,6.1,28.0
La révolution française,6.5,7.0
Après la guerre,7.0,4.0
Le bal des casse-pieds,6.7,5.0
Une Époque Formidable...,6.8,13.0
Atraco a las tres,6.3,7.0
Το γάλα,7.0,1.0
Nos jours heureux,7.4,225.0
ハチ公物語,8.0,20.0
Atolladero,7.0,1.0
Dzieje grzechu,6.1,8.0
Metamorphosis : The Alien Factor,5.8,6.0
Félix et Meira,5.6,12.0
Как Львёнок и Черепаха пели песню,6.5,4.0
38 попугаев,5.9,7.0
Остров сокровищ,7.0,2.0
Седьмой спутник,7.7,3.0
Свадьба в Малиновке,7.6,9.0
Devchata,7.0,16.0
Le retour du grand blond,6.8,31.0
Приходите завтра...,5.2,3.0
Les belles de nuit,5.0,2.0
Зимний вечер в Гаграх,6.0,2.0
72 метра,5.3,8.0
Tayna Korolevy Anny ili Mushketyory 30 Let Spustya,1.0,1.0
Mushketyory 20 Let Spustya,5.0,2.0
Алиса в стране чудес,8.7,6.0
Благочестивая Марта,6.0,4.0
Piraty XX veka,6.7,3.0
Arlette,5.0,6.0
La edad del amor,0.0,0.0
Takir and Zukhra,0.0,0.0
Lookin' Italian,0.0,0.0
713-й просит посадку,1.0,1.0
"Vivat, Gardemariny!",5.7,3.0
Truffaldino iz Bergamo,6.9,6.0
Гусарская баллада,5.4,9.0
Gardemariny III,2.0,1.0
Ishchite Zhenshchinu,7.2,8.0
Novye Priklyucheniya Neulovimykh,6.0,3.0
Королева бензоколонки,5.8,4.0
"Korona Rossiyskoy Imperii, ili Snova Neulovimye",5.7,3.0
Charodei,6.2,10.0
Маугли,5.7,13.0
Остров погибших кораблей,3.0,1.0
The Untold History of the United States,8.2,15.0
"Petrovka, 38",6.0,1.0
"Огарева, 6",5.0,1.0
Pristupit k Likvidatsii,3.0,1.0
Ку! Кин-дза-дза,6.0,7.0
"Быстрее, чем кролики",6.3,12.0
Vive la France,4.9,124.0
Nevjeste dolaze,4.5,3.0
Hornblower: The Even Chance,6.8,16.0
Не покидай...,0.0,0.0
Serafino,5.8,11.0
Барышня и хулиган,7.0,1.0
Turf,4.2,31.0
The Sunshine Boys,4.5,4.0
О чём ещё говорят мужчины,5.8,16.0
The Return of Bruno,4.7,3.0
Priklyucheniya Sherlocka Khomsa i doktora Vatsona: Sokrovishcha Agry,7.7,6.0
"Цирк сгорел, и клоуны разбежались",3.5,2.0
Семнадцать мгновений весны,7.4,10.0
Vozmezdie,2.0,1.0
Cu Mainile Curate,7.3,4.0
Мечта,8.5,2.0
Uno bianca,6.0,9.0
Приключения Шерлока Холмса и доктора Ватсона: Двадцатый век начинается,7.0,5.0
Le Grand pardon,6.4,10.0
イバラ-ド時間,6.1,12.0
Приходи на меня посмотреть,5.8,6.0
Исчезнувшая империя,5.0,3.0
Under the Gun,7.0,1.0
CounterForce,6.8,4.0
Pour 100 briques t'as plus rien !,5.6,7.0
The Undertaker's Wedding,0.0,0.0
Queen: Made in Heaven,0.0,0.0
100 Gramm dlya Khrabrosti,4.0,2.0
Ты у меня одна,4.5,4.0
Вертикаль,5.4,5.0
Приключения Шерлока Холмса и доктора Ватсона: Король шантажа,7.3,10.0
Шерлок Холмс и доктор Ватсон: Кровавая надпись,7.7,13.0
Шерлок Холмс и доктор Ватсон: Знакомство,7.9,17.0
Hotel Room,7.1,9.0
Kogitsune Helen,0.0,0.0
Zavtra Byla Voyna,5.4,5.0
Night of the Living Dead: Darkest Dawn,5.2,6.0
Gutterballs,4.3,23.0
Camp Dread,4.6,8.0
Hallowed Ground,4.4,8.0
Final Exam,4.9,18.0
Anacondas: Trail of Blood,3.9,53.0
Don't Go to the Reunion,4.9,6.0
Hammerhead,4.2,12.0
Father's Day,6.2,24.0
Trophy Heads,6.0,4.0
Camp Massacre,3.0,1.0
Don't Open Till Christmas,5.4,9.0
Curtains,5.0,23.0
Tape 407,4.0,36.0
Reality Terror Night,1.0,2.0
Doll Graveyard,2.9,7.0
Tut,7.6,22.0
Doctor Who: Last Christmas,7.9,86.0
"Doctor Who: The Doctor, the Widow and the Wardrobe",6.8,13.0
Doctor Who: A Christmas Carol,7.9,37.0
Doctor Who: Planet of the Dead,7.3,51.0
Doctor Who: The Next Doctor,7.4,51.0
Doctor Who: Voyage of the Damned,8.0,32.0
Doctor Who: The Runaway Bride,7.9,45.0
Transylvania Twist,5.0,4.0
The Halfway House,3.4,6.0
Chainsaw Sally,3.5,2.0
Last of the Living,4.6,14.0
Ninjas vs. Monsters,6.0,2.0
Secrets in the Walls,5.3,26.0
Made in France,6.5,59.0
Meu Pé de Laranja Lima,6.8,9.0
The King and Queen of Moonlight Bay,6.0,5.0
더 폰,6.8,5.0
Frau Ella,6.0,37.0
A Perfect Day,6.6,194.0
A1 tou tiao,5.9,7.0
Sergeants 3,5.5,3.0
The Miracle of the Bells,4.0,1.0
Step Lively,0.0,0.0
İtirazım Var,7.1,9.0
Limonata,6.7,9.0
Panzehir,6.0,8.0
Pardon,7.7,6.0
Organize İşler,6.2,13.0
Polis,8.7,3.0
"3 ½ Minutes, 10 Bullets",7.8,30.0
After Words,6.2,10.0
Coldwater,6.6,71.0
Aleksandr's Price,4.9,4.0
The Legend of Longwood,8.0,1.0
Horror,4.3,4.0
Noita palaa elämään,6.0,1.0
Dead Creatures,0.0,0.0
Ninja Death,4.5,2.0
Chuang wang li zi cheng,0.0,0.0
Bravetown,6.5,87.0
Outrageous!,5.2,8.0
American Nightmare,4.3,6.0
Surfacing,5.0,1.0
McBain,4.6,7.0
Save Me,4.9,3.0
The Killing Machine,6.0,2.0
Terminal,5.3,3.0
Johnny 2.0,7.5,2.0
Borderline Normal,0.0,0.0
Eva,5.0,1.0
Beneath the Blue,6.5,10.0
Dark Rising 2:  Summer Strikes Back,3.0,2.0
Transformers Prime Beast Hunters: Predacons Rising,6.7,5.0
L'Auberge rouge,5.0,27.0
The Salvation Hunters,7.0,3.0
Efterskalv,6.2,10.0
11:59,4.0,3.0
This Isn't Funny,7.7,3.0
Bibliothèque Pascal,6.8,9.0
Loro chi?,6.2,75.0
La mossa del pinguino,5.3,25.0
Prins,6.9,12.0
Ao-Zora Musume,5.5,2.0
からっ風野郎,5.8,6.0
妻は告白する,7.0,5.0
Mantis in Lace,4.0,2.0
Ma and Pa Kettle Go to Town,6.2,5.0
Cha shou,5.8,3.0
獨臂刀王,6.3,8.0
Huacho,5.1,4.0
Salomé,8.0,1.0
Salomé,7.9,11.0
Salomé,7.0,2.0
Guangdong shi hu xing yi wu xi,5.9,4.0
Assalto ao Banco Central,6.1,25.0
Il Natale che quasi non fu,4.3,4.0
Can ku da ci sha,6.3,5.0
Xue di zi,6.6,5.0
The Invisible Menace,4.0,1.0
The Venetian Affair,5.0,1.0
98古惑仔之龍爭虎鬥,6.3,10.0
Bébé Tigre,6.2,8.0
West Of Shanghai,0.0,0.0
Criminal Activities,5.8,111.0
Wild Times,4.5,2.0
Wonder Woman,5.9,8.0
Pápa Piquillo,4.8,8.0
香港三部曲,6.0,1.0
Miasto 44,6.8,63.0
Czerwony Pająk,5.0,4.0
Life Inside Out,5.2,5.0
A Murder in the Park,6.5,5.0
Sharpe's Revenge,7.2,9.0
The Taint,4.8,13.0
Hrútar,7.3,67.0
Those Who Feel the Fire Burning,1.5,1.0
The Mind Snatchers,5.5,3.0
Matka Minuksi,0.0,0.0
Deep Blues,8.0,1.0
His Picture in the Papers,4.0,1.0
Dancing on the Edge,6.3,3.0
Richard Pryor: Icon,5.8,5.0
Plush,5.4,40.0
At Risk,3.4,9.0
Neil Young & Crazy Horse: Rust Never Sleeps,8.5,2.0
The Sea Shall Not Have Them,7.4,5.0
VAN valami furcsa és megmagyarázhatatlan,7.3,6.0
Utóélet,5.3,3.0
Love is All: 100 Years of Love & Courtship,7.3,4.0
Anthony Jeselnik: Thoughts and Prayers,7.8,16.0
Anthony Jeselnik: Caligula,7.7,9.0
The Leisure Class,3.9,10.0
"Bi, đừng sợ",6.8,3.0
Taikon,7.7,3.0
Starring Adam West,8.0,3.0
Manson Family Vacation,5.6,19.0
Point Break,5.5,795.0
Poppies Are Also Flowers,4.0,2.0
Le guerriere dal seno nudo,5.8,2.0
Bloodline,4.7,10.0
Corridor of Mirrors,5.1,3.0
The Jigsaw Man,4.6,9.0
Recep İvedik,5.4,21.0
Recep İvedik 2,5.5,14.0
Recep İvedik 3,5.9,17.0
Recep İvedik 4,6.5,15.0
Tangerine,7.0,1.0
L'enlèvement de Michel Houellebecq,6.8,15.0
Midnight Manhunt,2.0,3.0
Antigang,5.8,105.0
The Smile Man,7.4,18.0
Glassland,4.2,31.0
The Ventriloquist,5.8,4.0
Envelope,7.7,10.0
Submerged,4.3,21.0
Family Guy Presents: Seth and Alex's almost live comedy show,5.0,4.0
Heart of a Dog,6.6,12.0
Bedfellows,5.6,13.0
Adieu Philippine,6.3,7.0
Nekem lámpást adott kezembe az Úr Pesten,4.1,4.0
Petey Wheatstraw,4.6,7.0
Tamasha,6.4,35.0
Room 8,7.8,12.0
"Tall, Dark and Handsome",0.0,0.0
Tarzan's Fight for Life,4.0,1.0
The Desert Song,6.0,1.0
Iceland,0.0,0.0
"Hello, Frisco, Hello",4.0,1.0
Dressed to Kill,6.4,6.0
Hälsoresan,4.5,12.0
Paternity Leave,7.0,4.0
कट्यार काळजात घुसली,9.0,2.0
Away All Boats,6.0,5.0
The Midnight Story,6.2,3.0
Playgirl,3.5,3.0
Nackt unter Wölfen,7.6,30.0
The Execution of Private Slovik,5.8,3.0
The Bunny Game,4.6,22.0
Winter on Fire: Ukraine's Fight for Freedom,8.1,65.0
The List,5.5,2.0
Man Walking Around a Corner,4.1,17.0
Accordion Player,4.4,18.0
"Monkeyshines, No. 1",4.3,15.0
"Monkeyshines, No. 2",4.5,12.0
Sallie Gardner at a Gallop,6.2,25.0
Traffic Crossing Leeds Bridge,5.9,25.0
London's Trafalgar Square,5.1,9.0
Passage de Venus,6.0,19.0
eCupid,5.1,20.0
Talvar,7.6,33.0
Cenerentola '80,6.8,8.0
Znachor,7.0,10.0
Newark Athlete,3.8,15.0
Pestonjee,0.0,0.0
मैरी कोम,7.0,29.0
Likaiset kädet,4.0,2.0
A Summer Story,7.6,7.0
Varg,4.0,1.0
"Es ist nicht leicht, ein Gott zu sein",5.8,6.0
...hanno cambiato faccia,5.8,6.0
Emmanuelle in Soho,0.0,0.0
"Continental, un film sans fusil",7.0,3.0
Kantô mushuku,5.5,4.0
പ്രേമം,6.4,13.0
Σούλα έλα ξανά,4.8,5.0
Kampen om tungtvannet,8.0,6.0
3x3,6.0,3.0
Falling Overnight,6.7,6.0
My Little Pony: Equestria Girls - Rainbow Rocks,6.6,19.0
My Little Pony: Equestria Girls - Friendship Games,3.9,11.0
The House Across the Street,1.0,3.0
The Ties That Bind,7.3,3.0
L'uomo dagli occhi di ghiaccio,4.9,4.0
Centomila dollari per Ringo,5.0,1.0
"Upperseven, l'uomo da uccidere",0.0,0.0
Django spara per primo,5.5,2.0
OK Connery,5.1,7.0
I familiari delle vittime non saranno avvertiti,0.0,0.0
L'anticristo,5.7,21.0
Miami Golem,0.0,0.0
Souls of Zen: Ancestors and Agency in Contemporary Japanese Temple Buddhism,10.0,1.0
Villmark 2,4.7,14.0
Hitchcock/Truffaut,7.5,55.0
Pek Yakında,7.1,26.0
Die Schweizermacher,7.0,9.0
The 5th Wave,5.6,1993.0
Gå med fred Jamil - Ma salama Jamil,5.8,2.0
Prancer Returns,3.3,6.0
Pochi dollari per Django,5.3,2.0
Il cittadino si ribella,6.8,5.0
Cipolla Colt,3.8,6.0
Il grande racket,5.5,3.0
La via della droga,8.0,1.0
Ammazzali tutti e torna solo,6.5,1.0
Eagles Over London,5.8,3.0
Il giorno del cobra,6.5,2.0
Fuga dal Bronx,5.3,4.0
Jonathan degli orsi,7.0,2.0
Quella sporca storia nel west,7.3,6.0
Vado... l'ammazzo e torno,6.5,2.0
Sette winchester per un massacro,2.5,1.0
Extralarge: Black Magic,0.0,0.0
A Very Murray Christmas,5.2,149.0
Elf: Buddy's Musical Christmas,4.4,9.0
Wakko's Wish,6.0,3.0
600 Millas,6.2,37.0
L'Affaire SK1,7.0,85.0
L'Art de la fugue,5.2,10.0
Lucky,8.5,2.0
Pleased to Meet Me,3.8,3.0
Koara Kacho,5.4,6.0
Orania,0.0,0.0
Vedma,3.5,5.0
"10,000 Days",3.0,4.0
Truman,7.0,101.0
Call Me Claus,5.3,28.0
Downtown '81,7.4,5.0
The Wiz Live!,7.3,14.0
Who Am I This Time?,9.0,3.0
Spud 3: Learning to Fly,6.3,8.0
Song of the Islands,0.0,0.0
House Calls,7.3,4.0
Awaken,7.1,7.0
Bardelys the Magnificent,8.0,1.0
Cattle Town,10.0,1.0
"Hook, Line and Sinker",4.0,2.0
It's in the Bag!,0.0,1.0
Reaper,5.8,21.0
"Sexo fácil, películas tristes",5.1,19.0
Some Kind of a Nut,6.0,1.0
The Caller,5.6,5.0
The Dude Goes West,0.0,0.0
Le dernier souffle,4.0,2.0
Louder Than Words,5.6,19.0
Apocalipsis sobre el río amarillo,0.0,0.0
Eddie Izzard: Unrepeatable,7.3,10.0
Sanjay's Super Team,6.9,74.0
Bølgen,6.5,317.0
Schneider vs. Bax,5.8,19.0
Cosmos,6.7,15.0
Bi Küçük Eylül Meselesi,7.4,20.0
Gli occhi freddi della paura,4.3,5.0
Wir tun es für Geld,6.0,1.0
If the Shoe Fits,4.8,5.0
Si j'avais quatre dromadaires,7.5,2.0
Le Vent de la nuit,6.0,4.0
Some Kind Of Hate,4.5,40.0
L'Allée du Roi,6.8,4.0
Strandvaskaren,6.0,3.0
Svart Lucia,5.3,3.0
Кровавая леди Батори,4.8,6.0
Besökarna,6.7,6.0
Highway of Tears,0.0,0.0
Drone,5.8,6.0
The President,6.4,8.0
Die andere Heimat - Chronik einer Sehnsucht,8.3,12.0
Mars Needs Women,3.4,5.0
The Hollow,4.7,33.0
Quantum Apocalypse,2.8,25.0
End of the World,4.8,16.0
The 12 Disasters of Christmas,3.2,15.0
Earthfall,3.3,15.0
10.0 Earthquake,4.3,28.0
Mega Shark vs. Mecha Shark,3.1,29.0
Chi-Raq,5.8,56.0
Fateful Findings,4.0,10.0
Heartstopper,4.3,8.0
Naked as We Came,5.1,7.0
Jim Henson’s Turkey Hollow,0.0,0.0
Eating Out: Drama Camp,6.5,16.0
Madeline: Lost in Paris,6.0,1.0
Babysitting 2,6.6,368.0
My Life Directed by Nicolas Winding Refn,6.4,16.0
Emil und die Detektive,4.3,6.0
The Knockout,5.2,7.0
The Tramp,6.5,21.0
Rageh Inside Iran,7.0,1.0
The Irrefutable Truth About Demons,6.2,8.0
東京攻略,5.7,20.0
The Queen,5.0,1.0
Weekend of a Champion,6.1,5.0
Weekend of a Champion,6.3,6.0
Men Boxing,3.5,9.0
No Tomorrow,0.0,0.0
劇場版「空の境界」 第一章 俯瞰風景,7.0,17.0
劇場版「空の境界」第二章 殺人考察（前）,7.3,14.0
劇場版「空の境界」第三章 痛覚残留,7.0,15.0
劇場版「空の境界」第六章 忘却録音,6.8,10.0
劇場版「空の境界」第七章 殺人考察（後）,7.2,12.0
Les Dissociés,7.5,64.0
西游记之大圣归来,7.5,58.0
Double Down,3.2,6.0
Truth,6.5,165.0
The Letters,5.6,10.0
Another Gay Sequel: Gays Gone Wild!,5.2,26.0
Christmas Icetastrophe,4.9,13.0
L'invincible cavaliere mascherato,0.0,0.0
Seattle Superstorm,3.3,14.0
L'ira di Achille,6.7,3.0
Roma l'altra faccia della violenza,6.0,1.0
Italia a mano armata,6.6,5.0
Roma violenta,6.0,7.0
7 monaci d'oro,6.0,1.0
Decameron proibitissimo (Boccaccio mio statte zitto),0.0,0.0
Pierino contro tutti,5.3,18.0
Brave,0.0,0.0
Just Jim,5.8,17.0
Valentino,6.0,1.0
Chicago Deadline,6.2,3.0
The Unseen,2.0,4.0
Desert Fury,4.2,3.0
So Evil My Love,6.2,3.0
Sealed Verdict,0.0,0.0
Dino Time,4.5,12.0
我的少女時代,7.5,46.0
破風,6.8,9.0
Don Gato y su pandilla,5.3,18.0
The Big Short,7.3,2679.0
The Throwaways,5.1,17.0
Sien lui yau wan III: Do do do,6.5,17.0
Applesauce,6.2,12.0
Christmas Eve,6.1,24.0
John Lennon - Plastic Ono Band,4.3,2.0
Sherlock Holmes,0.0,0.0
The American Mall,4.8,12.0
พี่ชาย My Hero,7.4,5.0
Two Tigers,3.5,2.0
"Sexo, Mentiras y Muertos",4.0,1.0
Mrs. Lambert Remembers Love,0.5,1.0
The Ridiculous 6,4.9,397.0
ดุ ดวล ดิบ,5.8,2.0
ലോഹം,4.4,5.0
എന്നും എപ്പോഴും,5.3,5.0
സ്പിരിറ്റ്,6.3,9.0
Psychic Killer,0.0,0.0
Chaos on the Bridge,7.4,13.0
John Mulaney: The Comeback Kid,7.4,36.0
L for Leisure,6.0,1.0
Saw,6.8,93.0
Northpole,5.1,10.0
Ουζερί Τσιτσάνης,6.0,1.0
Amy Schumer: Mostly Sex Stuff,6.5,20.0
Loup,4.9,11.0
American Hero,5.1,63.0
Night Owls,6.7,25.0
Led Zeppelin - Celebration Day,8.0,19.0
El Incidente,6.4,14.0
The Chiefs,0.0,0.0
건축학개론,6.8,30.0
Au bout du conte,5.7,22.0
9. april,6.8,17.0
I Believe in Miracles,7.9,7.0
The Girl in the Book,6.1,39.0
La Vague,4.0,5.0
A Hand Shake,2.3,7.0
Ангелы революции,6.8,5.0
Mojave,4.6,42.0
Steak (R)évolution,6.4,7.0
Visitors of the Night,5.0,2.0
Motorcycle Gang,0.0,0.0
റെഡ്‌ വൈൻ,4.6,5.0
China Heavyweight,5.0,1.0
Yalom's Cure,5.0,5.0
Psalm 21,4.6,8.0
Tumbledown,6.6,51.0
9-Man,0.0,0.0
La Sfida,6.6,4.0
Uomini contro,7.3,19.0
Cronaca di una morte annunciata,6.6,7.0
Dimenticare Palermo,5.3,4.0
Mortacci,7.0,2.0
Il minestrone,7.0,2.0
Bawdy Tales,9.0,1.0
Ostia,6.5,4.0
Beneath Loch Ness,2.6,5.0
Atomic Train,4.3,15.0
The Dream Is Alive,6.9,4.0
Evil Alien Conquerors,4.8,4.0
A Kid in Aladdin's Palace,4.2,5.0
The Education Of Shelby Knox,0.0,0.0
La niña en la piedra,5.0,1.0
Spy School,3.9,12.0
Wizards of Waverly Place: The Movie,6.0,323.0
Dak kui oi no,0.0,0.0
Second Skin,3.5,3.0
Under the Electric Sky,6.3,6.0
The Pit,0.0,0.0
One Six Right,8.5,2.0
Конек-Горбунок,3.8,5.0
La Ritournelle,6.3,7.0
Les Interdits,6.3,3.0
Fatherland,4.3,3.0
Dillo con parole mie,5.8,13.0
"À bientôt, j'espère",6.0,2.0
10%: What Makes a Hero?,0.0,0.0
100 Ghost Street: The Return of Richard Speck,4.8,8.0
The Unwanted,3.8,8.0
Duvar,7.3,6.0
Egymásra nézve,4.3,4.0
The Legend of Bhagat Singh,7.2,15.0
Dawn Patrol,5.0,11.0
Gone Too Far!,6.1,4.0
Sawney: Flesh of Man,5.9,14.0
Inbred,5.6,35.0
Chemerical,5.7,3.0
For Lovers Only,7.2,10.0
Heleno,5.7,9.0
Майдан,10.0,3.0
Жить,6.0,7.0
Snowman's Land,5.6,6.0
De Heineken Ontvoering,6.2,21.0
The Pink Floyd and Syd Barrett Story,6.4,4.0
Rudolph's Shiny New Year,5.3,13.0
Beltracchi – Die Kunst der Fälschung,7.4,14.0
Kôkaku Kidôtai,6.5,40.0
"Christmas, Again",6.5,11.0
Archipelago,5.0,15.0
Саранча,6.5,4.0
Little Thirteen,6.1,9.0
Jørgen + Anne = sant,7.4,13.0
Extraction,4.3,102.0
Whiffs,8.5,1.0
Fencing,2.0,6.0
Nunca en horas de clase,0.0,0.0
World of Tomorrow,8.0,100.0
Nuit #1,5.1,5.0
Dinosaur Island,4.9,7.0
Zoolander 2,4.7,814.0
Johan Falk: De fredlösa,5.7,11.0
Johan Falk: Operation Näktergal,6.3,9.0
Pyramiden,6.0,1.0
View From A Blue Moon,7.6,7.0
Anuvahood,7.4,21.0
Shadey,0.0,0.0
Tarzan in Manhattan,1.0,1.0
Young Love,5.3,4.0
Die Akte Golgatha,0.0,1.0
Love at the Thanksgiving Day Parade,6.8,8.0
Gangsta Granny,4.8,8.0
Asesinos inocentes,5.4,8.0
The Legend of Barney Thomson,5.9,56.0
Mississippi Damned,7.0,4.0
Ice Spiders,3.5,22.0
Unbranded,6.0,2.0
The Lion Guard: Return of the Roar,6.0,62.0
その夜の侍,0.0,0.0
アフタースクール,9.3,3.0
審死官,7.0,20.0
逃學威龍,6.8,23.0
Lo chiamavano King,6.3,4.0
Liliya Belgii,7.0,3.0
Haganenet,6.3,8.0
阿虎,4.2,3.0
72家租客,5.6,8.0
Vampire Circus,5.7,26.0
Hitting the Apex,8.4,19.0
How to Be Single,5.9,1225.0
